Date,Adj Close
2017-01-03,12.8401517868042
2017-01-04,12.875816345214844
2017-01-05,12.8401517868042
2017-01-06,13.268155097961426
2017-01-09,13.496424674987793
2017-01-10,13.696159362792969
2017-01-11,13.981494903564453
2017-01-12,13.874494552612305
2017-01-13,13.76749324798584
2017-01-17,13.981494903564453
2017-01-18,13.867361068725586
2017-01-19,13.760359764099121
2017-01-20,13.967229843139648
2017-01-23,13.860228538513184
2017-01-24,13.917296409606934
2017-01-25,13.788893699645996
2017-01-26,13.574891090393066
2017-01-27,13.624825477600098
2017-01-30,13.646223068237305
2017-01-31,13.76749324798584
2017-02-01,14.49510383605957
2017-02-02,14.873174667358398
2017-02-03,16.192855834960938
2017-02-06,15.857582092285156
2017-02-07,15.764851570129395
2017-02-08,15.764851570129395
2017-02-09,16.34265899658203
2017-02-10,16.14292335510254
2017-02-13,16.2427921295166
2017-02-14,16.314123153686523
2017-02-15,17.105932235717773
2017-02-16,16.7492618560791
2017-02-17,16.86339569091797
2017-02-21,16.385459899902344
2017-02-22,16.406858444213867
2017-02-23,16.264188766479492
2017-02-24,15.86471939086914
2017-02-27,15.679248809814453
2017-02-28,15.094310760498047
2017-03-01,15.536581039428711
2017-03-02,15.301178932189941
2017-03-03,15.443845748901367
2017-03-06,15.871850967407227
2017-03-07,15.500913619995117
2017-03-08,15.47951602935791
2017-03-09,15.62218189239502
2017-03-10,15.978850364685059
2017-03-13,16.406858444213867
2017-03-14,16.021656036376953
2017-03-15,16.513858795166016
2017-03-16,16.620859146118164
2017-03-17,16.35692596435547
2017-03-20,16.10725212097168
2017-03-21,16.050186157226562
2017-03-22,15.878984451293945
2017-03-23,15.63644790649414
2017-03-24,15.843318939208984
2017-03-27,15.878984451293945
2017-03-28,15.814785957336426
2017-03-29,16.07872200012207
2017-03-30,16.2285213470459
2017-03-31,15.829051971435547
2017-04-03,16.199989318847656
2017-04-04,16.128652572631836
2017-04-05,16.406858444213867
2017-04-06,16.299856185913086
2017-04-07,16.264188766479492
2017-04-10,16.07872200012207
2017-04-11,15.978850364685059
2017-04-12,15.871850967407227
2017-04-13,15.921784400939941
2017-04-17,15.9574556350708
2017-04-18,15.936051368713379
2017-04-19,16.000255584716797
2017-04-20,16.33552360534668
2017-04-21,16.364059448242188
2017-04-24,16.33552360534668
2017-04-25,16.42825698852539
2017-04-26,16.4567928314209
2017-04-27,16.520994186401367
2017-04-28,16.164323806762695
2017-05-01,16.2285213470459
2017-05-02,16.87766456604004
2017-05-03,17.1915340423584
2017-05-04,17.041728973388672
2017-05-05,17.048864364624023
2017-05-08,17.041728973388672
2017-05-09,16.941865921020508
2017-05-10,16.941865921020508
2017-05-11,17.377002716064453
2017-05-12,17.526803970336914
2017-05-15,17.82640838623047
2017-05-16,17.790742874145508
2017-05-17,17.362735748291016
2017-05-18,16.90619659423828
2017-05-19,17.362735748291016
2017-05-22,17.31280517578125
2017-05-23,17.113067626953125
2017-05-24,17.305667877197266
2017-05-25,17.469738006591797
2017-05-26,17.883474349975586
2017-05-30,18.09034538269043
2017-05-31,18.382814407348633
2017-06-01,18.43274688720703
2017-06-02,18.361413955688477
2017-06-05,18.118877410888672
2017-06-06,18.268678665161133
2017-06-07,18.22587776184082
2017-06-08,17.883474349975586
2017-06-09,18.13314437866211
2017-06-12,18.454147338867188
2017-06-13,18.368547439575195
2017-06-14,18.247278213500977
2017-06-15,17.65520668029785
2017-06-16,17.78360939025879
2017-06-19,18.311479568481445
2017-06-20,18.11174201965332
2017-06-21,17.205801010131836
2017-06-22,17.847810745239258
2017-06-23,17.391267776489258
2017-06-26,17.334199905395508
2017-06-27,17.24146842956543
2017-06-28,17.377002716064453
2017-06-29,17.45547103881836
2017-06-30,18.07607650756836
2017-07-03,21.015043258666992
2017-07-05,20.629840850830078
2017-07-06,20.515705108642578
2017-07-07,20.180435180664062
2017-07-10,20.337369918823242
2017-07-11,20.793909072875977
2017-07-12,20.380170822143555
2017-07-13,20.230371475219727
2017-07-14,20.323101043701172
2017-07-17,20.05916976928711
2017-07-18,19.438562393188477
2017-07-19,19.816633224487305
2017-07-20,20.009235382080078
2017-07-21,19.97356605529785
2017-07-24,19.845163345336914
2017-07-25,19.71676254272461
2017-07-26,19.55982780456543
2017-07-27,19.4599609375
2017-07-28,19.253093719482422
2017-07-31,18.82508659362793
2017-08-01,19.010555267333984
2017-08-02,19.024822235107422
2017-08-03,19.788097381591797
2017-08-04,19.887962341308594
2017-08-07,20.173303604125977
2017-08-08,20.173303604125977
2017-08-09,19.8023681640625
2017-08-10,19.267358779907227
2017-08-11,20.07343292236328
2017-08-14,21.414514541625977
2017-08-15,21.15058135986328
2017-08-16,21.300382614135742
2017-08-17,21.756921768188477
2017-08-18,22.192062377929688
2017-08-21,22.448862075805664
2017-08-22,22.01372718811035
2017-08-23,21.321781158447266
2017-08-24,21.200515747070312
2017-08-25,21.043577194213867
2017-08-28,22.184925079345703
2017-08-29,21.88532257080078
2017-08-30,22.213459014892578
2017-08-31,21.364582061767578
2017-09-01,21.735519409179688
2017-09-05,22.584394454956055
2017-09-06,22.327592849731445
2017-09-07,22.306194305419922
2017-09-08,21.728384017944336
2017-09-11,22.598665237426758
2017-09-12,22.605798721313477
2017-09-13,22.02798843383789
2017-09-14,21.78545379638672
2017-09-15,22.063657760620117
2017-09-18,21.920988082885742
2017-09-19,21.88532257080078
2017-09-20,21.828256607055664
2017-09-21,21.649921417236328
2017-09-22,21.799718856811523
2017-09-25,21.428783416748047
2017-09-26,21.56431770324707
2017-09-27,21.542917251586914
2017-09-28,21.77118682861328
2017-09-29,21.99945640563965
2017-10-02,21.706987380981445
