,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Región
498,2017,4,San Luis,10.586731069754228,Región Cuyo
499,2017,4,Santa Cruz,28.912492882806827,Región Patagonia
500,2017,4,Santa Fe,61.7127712196729,Región Centro
501,2017,4,Santiago Del Estero,29.126386109501063,Región NOA
502,2017,4,Tierra Del Fuego,59.89413596263622,Región Patagonia
503,2017,4,Tucumán,39.8968735176797,Región NOA
504,2017,3,Buenos Aires,55.62938339533962,Región Buenos Aires
505,2017,3,Capital Federal,121.85832590969336,Región AMBA
506,2017,3,Catamarca,32.49092567790524,Región NOA
507,2017,3,Chaco,29.975925647657625,Región NEA
508,2017,3,Chubut,46.21537746651841,Región Patagonia
509,2017,3,Córdoba,62.30700225296333,Región Centro
510,2017,3,Corrientes,32.16543574593796,Región NEA
511,2017,3,Entre Ríos,45.95812167017718,Región Centro
512,2017,3,Formosa,21.350384380070757,Región NEA
513,2017,3,Jujuy,22.64536299508256,Región NOA
514,2017,3,La Pampa,69.13993701142644,Región Patagonia
515,2017,3,La Rioja,51.46525230494696,Región Cuyo
516,2017,3,Mendoza,35.70493177720565,Región Cuyo
517,2017,3,Misiones,30.205990933031902,Región NEA
518,2017,3,Neuquén,60.8304131050389,Región Patagonia
519,2017,3,Río Negro,48.518658939500625,Región Patagonia
520,2017,3,Salta,39.839700806907416,Región NOA
521,2017,3,San Juan,32.36688935995978,Región Cuyo
522,2017,3,San Luis,15.477861790298098,Región Cuyo
523,2017,3,Santa Cruz,33.29182971658959,Región Patagonia
524,2017,3,Santa Fe,60.90635563451515,Región Centro
525,2017,3,Santiago Del Estero,35.12104488438485,Región NOA
526,2017,3,Tierra Del Fuego,65.74180473434595,Región Patagonia
527,2017,3,Tucumán,39.69537916123259,Región NOA
528,2017,2,Buenos Aires,56.272144161691315,Región Buenos Aires
529,2017,2,Capital Federal,124.06139375642523,Región AMBA
530,2017,2,Catamarca,25.97712106768351,Región NOA
531,2017,2,Chaco,29.045524775453423,Región NEA
532,2017,2,Chubut,35.54601117914412,Región Patagonia
533,2017,2,Córdoba,58.973528908003566,Región Centro
534,2017,2,Corrientes,31.38612136835505,Región NEA
535,2017,2,Entre Ríos,45.38933102824724,Región Centro
536,2017,2,Formosa,19.965076445261992,Región NEA
537,2017,2,Jujuy,22.403415894624064,Región NOA
538,2017,2,La Pampa,63.49352648099681,Región Patagonia
539,2017,2,La Rioja,16.203445806143563,Región Cuyo
540,2017,2,Mendoza,31.75860536139077,Región Cuyo
541,2017,2,Misiones,30.089248025085933,Región NEA
542,2017,2,Neuquén,61.91013427666159,Región Patagonia
543,2017,2,Río Negro,46.02080512293318,Región Patagonia
544,2017,2,Salta,32.739420263626215,Región NOA
545,2017,2,San Juan,26.96461612024698,Región Cuyo
546,2017,2,San Luis,9.513970314868304,Región Cuyo
547,2017,2,Santa Cruz,26.248619828709554,Región Patagonia
548,2017,2,Santa Fe,52.26961123969867,Región Centro
549,2017,2,Santiago Del Estero,14.118988073971998,Región NOA
550,2017,2,Tierra Del Fuego,68.46322075955756,Región Patagonia
551,2017,2,Tucumán,38.18623365639289,Región NOA
552,2017,1,Buenos Aires,58.57400244920328,Región Buenos Aires
553,2017,1,Capital Federal,108.36920836560806,Región AMBA
554,2017,1,Catamarca,25.659350838021506,Región NOA
555,2017,1,Chaco,28.62166053842791,Región NEA
556,2017,1,Chubut,35.662220237763016,Región Patagonia
557,2017,1,Córdoba,57.65332959287443,Región Centro
558,2017,1,Corrientes,30.940600109644144,Región NEA
559,2017,1,Entre Ríos,44.907273687041226,Región Centro
560,2017,1,Formosa,19.842489178645863,Región NEA
561,2017,1,Jujuy,22.756985962232346,Región NOA
562,2017,1,La Pampa,62.66928104575163,Región Patagonia
563,2017,1,La Rioja,16.19552414605418,Región Cuyo
564,2017,1,Mendoza,31.843012770179662,Región Cuyo
565,2017,1,Misiones,29.522202363131044,Región NEA
566,2017,1,Neuquén,61.02302006782746,Región Patagonia
567,2017,1,Río Negro,46.02953874119518,Región Patagonia
568,2017,1,Salta,32.57548931482305,Región NOA
569,2017,1,San Juan,27.03676098842391,Región Cuyo
570,2017,1,San Luis,9.545500193678896,Región Cuyo
571,2017,1,Santa Cruz,26.52499173785465,Región Patagonia
572,2017,1,Santa Fe,51.970107692080425,Región Centro
573,2017,1,Santiago Del Estero,14.702119493368587,Región NOA
574,2017,1,Tierra Del Fuego,68.91974851288131,Región Patagonia
575,2017,1,Tucumán,37.90016075894098,Región NOA
576,2016,4,Buenos Aires,61.236587430356856,Región Buenos Aires
577,2016,4,Capital Federal,120.63133173632356,Región AMBA
578,2016,4,Catamarca,26.543515589961913,Región NOA
579,2016,4,Chaco,28.786656085255263,Región NEA
580,2016,4,Chubut,36.07290546427898,Región Patagonia
581,2016,4,Córdoba,57.696719154378975,Región Centro
582,2016,4,Corrientes,30.98107037649768,Región NEA
583,2016,4,Entre Ríos,45.208402854677,Región Centro
584,2016,4,Formosa,19.84823607816392,Región NEA
585,2016,4,Jujuy,22.651387008241425,Región NOA
586,2016,4,La Pampa,63.016182768654026,Región Patagonia
587,2016,4,La Rioja,16.45531638401623,Región Cuyo
588,2016,4,Mendoza,32.10735338479002,Región Cuyo
589,2016,4,Misiones,29.720149807797423,Región NEA
590,2016,4,Neuquén,60.873667228199054,Región Patagonia
591,2016,4,Río Negro,46.38521035065572,Región Patagonia
592,2016,4,Salta,32.69411973937546,Región NOA
593,2016,4,San Juan,27.292421452197058,Región Cuyo
594,2016,4,San Luis,9.640682435370556,Región Cuyo
595,2016,4,Santa Cruz,27.04676021484584,Región Patagonia
596,2016,4,Santa Fe,52.19105023718895,Región Centro
597,2016,4,Santiago Del Estero,15.067847510433346,Región NOA
598,2016,4,Tierra Del Fuego,70.30526590539473,Región Patagonia
599,2016,4,Tucumán,37.9807622036193,Región NOA
600,2016,3,Buenos Aires,60.14329545468815,Región Buenos Aires
601,2016,3,Capital Federal,120.77287775101534,Región AMBA
602,2016,3,Catamarca,26.48067675746367,Región NOA
603,2016,3,Chaco,28.910749068480953,Región NEA
604,2016,3,Chubut,36.17869442878647,Región Patagonia
605,2016,3,Córdoba,58.24381625803197,Región Centro
606,2016,3,Corrientes,31.066878826051184,Región NEA
607,2016,3,Entre Ríos,45.43514088447326,Región Centro
608,2016,3,Formosa,18.639708302862847,Región NEA
609,2016,3,Jujuy,22.605154265256864,Región NOA
610,2016,3,La Pampa,61.73178543650905,Región Patagonia
611,2016,3,La Rioja,17.074559106484113,Región Cuyo
612,2016,3,Mendoza,32.08835884566649,Región Cuyo
613,2016,3,Misiones,29.905385775898186,Región NEA
614,2016,3,Neuquén,60.21485088853954,Región Patagonia
615,2016,3,Río Negro,46.38796536215942,Región Patagonia
616,2016,3,Salta,32.95583168118035,Región NOA
617,2016,3,San Juan,27.31712713599077,Región Cuyo
618,2016,3,San Luis,9.630539686885157,Región Cuyo
619,2016,3,Santa Cruz,26.835201895450698,Región Patagonia
620,2016,3,Santa Fe,52.67215036886248,Región Centro
621,2016,3,Santiago Del Estero,15.329646578472886,Región NOA
622,2016,3,Tierra Del Fuego,68.94049249100736,Región Patagonia
623,2016,3,Tucumán,37.89736341023836,Región NOA
624,2016,2,Buenos Aires,59.33852679105808,Región Buenos Aires
625,2016,2,Capital Federal,120.03953504825309,Región AMBA
626,2016,2,Catamarca,26.074188059740646,Región NOA
627,2016,2,Chaco,28.5935505552226,Región NEA
628,2016,2,Chubut,36.12438565556337,Región Patagonia
629,2016,2,Córdoba,57.54798052828644,Región Centro
630,2016,2,Corrientes,30.580162046616557,Región NEA
631,2016,2,Entre Ríos,44.73887454518738,Región Centro
632,2016,2,Formosa,19.370070664563997,Región NEA
633,2016,2,Jujuy,21.888281043576683,Región NOA
634,2016,2,La Pampa,60.43686025737927,Región Patagonia
635,2016,2,La Rioja,16.878902611111524,Región Cuyo
636,2016,2,Mendoza,32.12597179442594,Región Cuyo
637,2016,2,Misiones,29.239512823021975,Región NEA
638,2016,2,Neuquén,59.098285533662036,Región Patagonia
639,2016,2,Río Negro,46.240113078127436,Región Patagonia
640,2016,2,Salta,32.08172602508202,Región NOA
641,2016,2,San Juan,27.34078151409113,Región Cuyo
642,2016,2,San Luis,9.603733851602321,Región Cuyo
643,2016,2,Santa Cruz,26.728911725319804,Región Patagonia
644,2016,2,Santa Fe,52.436477259371124,Región Centro
645,2016,2,Santiago Del Estero,15.888925047306124,Región NOA
646,2016,2,Tierra Del Fuego,67.71824288255286,Región Patagonia
647,2016,2,Tucumán,37.23568289338424,Región NOA
648,2016,1,Buenos Aires,57.33590782254113,Región Buenos Aires
649,2016,1,Capital Federal,115.16005888884817,Región AMBA
650,2016,1,Catamarca,25.910217981190538,Región NOA
651,2016,1,Chaco,28.07514644775236,Región NEA
652,2016,1,Chubut,36.0927055378499,Región Patagonia
653,2016,1,Córdoba,55.283092783740216,Región Centro
654,2016,1,Corrientes,30.080785004133055,Región NEA
655,2016,1,Entre Ríos,43.84596814466226,Región Centro
656,2016,1,Formosa,19.041878369434937,Región NEA
657,2016,1,Jujuy,21.41001128856396,Región NOA
658,2016,1,La Pampa,57.84086865504526,Región Patagonia
659,2016,1,La Rioja,16.83351837249417,Región Cuyo
660,2016,1,Mendoza,32.12333888801278,Región Cuyo
661,2016,1,Misiones,28.36765259095629,Región NEA
662,2016,1,Neuquén,55.75393700425406,Región Patagonia
663,2016,1,Río Negro,45.83512638708331,Región Patagonia
664,2016,1,Salta,31.315545971153234,Región NOA
665,2016,1,San Juan,27.330794110004312,Región Cuyo
666,2016,1,San Luis,9.586346282770212,Región Cuyo
667,2016,1,Santa Cruz,26.865862521449994,Región Patagonia
668,2016,1,Santa Fe,51.27734085407622,Región Centro
669,2016,1,Santiago Del Estero,16.205749206821952,Región NOA
670,2016,1,Tierra Del Fuego,65.83304163135006,Región Patagonia
671,2016,1,Tucumán,36.72477136636591,Región NOA
672,2015,4,Buenos Aires,58.29182182733718,Región Buenos Aires
673,2015,4,Capital Federal,118.13036321153807,Región AMBA
674,2015,4,Catamarca,26.23945178859185,Región NOA
675,2015,4,Chaco,28.35056623514143,Región NEA
676,2015,4,Chubut,36.89017827786587,Región Patagonia
677,2015,4,Córdoba,57.364881766079215,Región Centro
678,2015,4,Corrientes,30.33643144533882,Región NEA
679,2015,4,Entre Ríos,44.10854807300098,Región Centro
680,2015,4,Formosa,19.06549151678632,Región NEA
681,2015,4,Jujuy,21.47147379391073,Región NOA
682,2015,4,La Pampa,58.75633720012275,Región Patagonia
683,2015,4,La Rioja,17.315778648410653,Región Cuyo
684,2015,4,Mendoza,32.48895249500142,Región Cuyo
685,2015,4,Misiones,28.686658891542372,Región NEA
686,2015,4,Neuquén,58.2893377687955,Región Patagonia
687,2015,4,Río Negro,46.43948111494307,Región Patagonia
688,2015,4,Salta,31.593492648071866,Región NOA
689,2015,4,San Juan,27.6648539357743,Región Cuyo
690,2015,4,San Luis,9.705768984506312,Región Cuyo
691,2015,4,Santa Cruz,27.74476906647967,Región Patagonia
692,2015,4,Santa Fe,52.60808978585806,Región Centro
693,2015,4,Santiago Del Estero,17.00497803803607,Región NOA
694,2015,4,Tierra Del Fuego,66.46220433623792,Región Patagonia
695,2015,4,Tucumán,37.06217328329588,Región NOA
696,2015,3,Buenos Aires,57.68868105608009,Región Buenos Aires
697,2015,3,Capital Federal,118.28921116431961,Región AMBA
698,2015,3,Catamarca,25.863781184637624,Región NOA
699,2015,3,Chaco,27.963072793479412,Región NEA
700,2015,3,Chubut,36.81180991463324,Región Patagonia
701,2015,3,Córdoba,57.08340378951846,Región Centro
702,2015,3,Corrientes,30.16741240901903,Región NEA
703,2015,3,Entre Ríos,43.67718163526334,Región Centro
704,2015,3,Formosa,18.836751773785252,Región NEA
705,2015,3,Jujuy,21.2703333470887,Región NOA
706,2015,3,La Pampa,57.96395975091518,Región Patagonia
707,2015,3,La Rioja,17.151129442032545,Región Cuyo
708,2015,3,Mendoza,32.49199583186653,Región Cuyo
709,2015,3,Misiones,28.306345093436885,Región NEA
710,2015,3,Neuquén,54.59931489671118,Región Patagonia
711,2015,3,Río Negro,46.389186656745146,Región Patagonia
712,2015,3,Salta,31.175945212858434,Región NOA
713,2015,3,San Juan,27.66538565566005,Región Cuyo
714,2015,3,San Luis,9.70650326873876,Región Cuyo
715,2015,3,Santa Cruz,27.606060983429437,Región Patagonia
716,2015,3,Santa Fe,52.14595474084349,Región Centro
717,2015,3,Santiago Del Estero,17.11882253135319,Región NOA
718,2015,3,Tierra Del Fuego,74.85845784033849,Región Patagonia
719,2015,3,Tucumán,36.61035952774264,Región NOA
720,2015,2,Buenos Aires,56.80280561439208,Región Buenos Aires
721,2015,2,Capital Federal,116.06627091860372,Región AMBA
722,2015,2,Catamarca,25.45341804469818,Región NOA
723,2015,2,Chaco,27.46453938839946,Región NEA
724,2015,2,Chubut,36.58246720458481,Región Patagonia
725,2015,2,Córdoba,55.86916350781819,Región Centro
726,2015,2,Corrientes,29.584012668108493,Región NEA
727,2015,2,Entre Ríos,42.93197901645878,Región Centro
728,2015,2,Formosa,18.36026720527858,Región NEA
729,2015,2,Jujuy,20.287219077594944,Región NOA
730,2015,2,La Pampa,56.70766522530004,Región Patagonia
731,2015,2,La Rioja,16.883190981963825,Región Cuyo
732,2015,2,Mendoza,32.49199583186653,Región Cuyo
733,2015,2,Misiones,27.34768244882168,Región NEA
734,2015,2,Neuquén,53.117336593231435,Región Patagonia
735,2015,2,Río Negro,45.97612013432327,Región Patagonia
736,2015,2,Salta,30.46112384270092,Región NOA
737,2015,2,San Juan,27.64305342045848,Región Cuyo
738,2015,2,San Luis,9.707971837203658,Región Cuyo
739,2015,2,Santa Cruz,27.072245027448233,Región Patagonia
740,2015,2,Santa Fe,51.17653890867876,Región Centro
741,2015,2,Santiago Del Estero,17.110566632982863,Región NOA
742,2015,2,Tierra Del Fuego,74.50787431664719,Región Patagonia
743,2015,2,Tucumán,35.68770560918727,Región NOA
744,2015,1,Buenos Aires,56.37048433026737,Región Buenos Aires
745,2015,1,Capital Federal,114.89699714890288,Región AMBA
746,2015,1,Catamarca,25.10946633078758,Región NOA
747,2015,1,Chaco,26.649591220305552,Región NEA
748,2015,1,Chubut,37.612780685907914,Región Patagonia
749,2015,1,Córdoba,54.69734650188214,Región Centro
750,2015,1,Corrientes,28.95019128190928,Región NEA
751,2015,1,Entre Ríos,42.06519337351208,Región Centro
752,2015,1,Formosa,18.12270367397183,Región NEA
753,2015,1,Jujuy,19.68971363262363,Región NOA
754,2015,1,La Pampa,55.50803232733774,Región Patagonia
755,2015,1,La Rioja,16.703201787413843,Región Cuyo
756,2015,1,Mendoza,32.36588756051825,Región Cuyo
757,2015,1,Misiones,26.305604105190643,Región NEA
758,2015,1,Neuquén,51.95443673810251,Región Patagonia
759,2015,1,Río Negro,45.32694907202778,Región Patagonia
760,2015,1,Salta,30.00978823344275,Región NOA
761,2015,1,San Juan,27.553192759766446,Región Cuyo
762,2015,1,San Luis,9.716048963760594,Región Cuyo
763,2015,1,Santa Cruz,27.994863943494483,Región Patagonia
764,2015,1,Santa Fe,50.24449475931921,Región Centro
765,2015,1,Santiago Del Estero,17.0558169911586,Región NOA
766,2015,1,Tierra Del Fuego,74.23495170010268,Región Patagonia
767,2015,1,Tucumán,35.07860688538978,Región NOA
768,2014,4,Buenos Aires,56.09433653019754,Región Buenos Aires
769,2014,4,Capital Federal,114.89676550801623,Región AMBA
770,2014,4,Catamarca,25.513779082747998,Región NOA
771,2014,4,Chaco,21.87078320023224,Región NEA
772,2014,4,Chubut,40.24927468450274,Región Patagonia
773,2014,4,Córdoba,54.69689679332299,Región Centro
774,2014,4,Corrientes,23.56243099277512,Región NEA
775,2014,4,Entre Ríos,36.0254708519679,Región Centro
776,2014,4,Formosa,17.956311361695214,Región NEA
777,2014,4,Jujuy,19.59941818052116,Región NOA
778,2014,4,La Pampa,51.273133452228585,Región Patagonia
779,2014,4,La Rioja,17.01075088723615,Región Cuyo
780,2014,4,Mendoza,32.63838187615034,Región Cuyo
781,2014,4,Misiones,24.162430605588312,Región NEA
782,2014,4,Neuquén,52.554989697249574,Región Patagonia
783,2014,4,Río Negro,45.47806275120403,Región Patagonia
784,2014,4,Salta,29.534861619577978,Región NOA
785,2014,4,San Juan,28.037145714560673,Región Cuyo
786,2014,4,San Luis,9.786393366351197,Región Cuyo
787,2014,4,Santa Cruz,27.802678969652344,Región Patagonia
788,2014,4,Santa Fe,49.999623023482705,Región Centro
789,2014,4,Santiago Del Estero,17.26920158364512,Región NOA
790,2014,4,Tierra Del Fuego,66.13781947338316,Región Patagonia
791,2014,4,Tucumán,35.32087516932818,Región NOA
792,2014,3,Buenos Aires,56.754739164071026,Región Buenos Aires
793,2014,3,Capital Federal,113.8005123324155,Región AMBA
794,2014,3,Catamarca,24.706121305327624,Región NOA
795,2014,3,Chaco,21.112666705262427,Región NEA
796,2014,3,Chubut,40.59867094427454,Región Patagonia
797,2014,3,Córdoba,54.23361028299935,Región Centro
798,2014,3,Corrientes,22.78753503515243,Región NEA
799,2014,3,Entre Ríos,34.981647333712985,Región Centro
800,2014,3,Formosa,17.771314831468263,Región NEA
801,2014,3,Jujuy,18.368534215570367,Región NOA
802,2014,3,La Pampa,55.78120173850417,Región Patagonia
803,2014,3,La Rioja,16.50671327406722,Región Cuyo
804,2014,3,Mendoza,32.313179561655694,Región Cuyo
805,2014,3,Misiones,23.567356954345527,Región NEA
806,2014,3,Neuquén,56.39541102706976,Región Patagonia
807,2014,3,Río Negro,46.196187157830146,Región Patagonia
808,2014,3,Salta,29.2226843537979,Región NOA
809,2014,3,San Juan,27.854244478102746,Región Cuyo
810,2014,3,San Luis,9.711210759672754,Región Cuyo
811,2014,3,Santa Cruz,28.231942904274984,Región Patagonia
812,2014,3,Santa Fe,49.19588444557267,Región Centro
813,2014,3,Santiago Del Estero,16.49220390830193,Región NOA
814,2014,3,Tierra Del Fuego,65.68610204476191,Región Patagonia
815,2014,3,Tucumán,33.94375582221807,Región NOA
816,2014,2,Buenos Aires,55.06141695143392,Región Buenos Aires
817,2014,2,Capital Federal,113.1433524754098,Región AMBA
818,2014,2,Catamarca,24.703118860058403,Región NOA
819,2014,2,Chaco,20.95799636749445,Región NEA
820,2014,2,Chubut,41.41020981991258,Región Patagonia
821,2014,2,Córdoba,53.448126115625996,Región Centro
822,2014,2,Corrientes,22.575613003243586,Región NEA
823,2014,2,Entre Ríos,34.687432371459764,Región Centro
824,2014,2,Formosa,17.54041175485166,Región NEA
825,2014,2,Jujuy,18.706060999413573,Región NOA
826,2014,2,La Pampa,49.70759616034458,Región Patagonia
827,2014,2,La Rioja,16.502564816345664,Región Cuyo
828,2014,2,Mendoza,32.098238150241194,Región Cuyo
829,2014,2,Misiones,23.367747601299843,Región NEA
830,2014,2,Neuquén,50.84274905844866,Región Patagonia
831,2014,2,Río Negro,45.33491032014632,Región Patagonia
832,2014,2,Salta,28.914594000862877,Región NOA
833,2014,2,San Juan,27.782697817958912,Región Cuyo
834,2014,2,San Luis,9.717910199871824,Región Cuyo
835,2014,2,Santa Cruz,29.377007153054272,Región Patagonia
836,2014,2,Santa Fe,48.39035138670138,Región Centro
837,2014,2,Santiago Del Estero,16.695567347354444,Región NOA
838,2014,2,Tierra Del Fuego,64.35604517159936,Región Patagonia
839,2014,2,Tucumán,33.94452688568229,Región NOA
840,2014,1,Buenos Aires,54.570072879439756,Región Buenos Aires
841,2014,1,Capital Federal,112.25412278926913,Región AMBA
842,2014,1,Catamarca,24.251751254585553,Región NOA
843,2014,1,Chaco,20.71853886384081,Región NEA
844,2014,1,Chubut,41.23521807972435,Región Patagonia
845,2014,1,Córdoba,52.517847544006315,Región Centro
846,2014,1,Corrientes,22.316716713838876,Región NEA
847,2014,1,Entre Ríos,34.367121821250166,Región Centro
848,2014,1,Formosa,17.418451079368708,Región NEA
849,2014,1,Jujuy,18.41535244687765,Región NOA
850,2014,1,La Pampa,48.42532103828204,Región Patagonia
851,2014,1,La Rioja,16.294104815837528,Región Cuyo
852,2014,1,Mendoza,31.91312298660578,Región Cuyo
853,2014,1,Misiones,23.13653864847733,Región NEA
854,2014,1,Neuquén,49.79160519138556,Región Patagonia
855,2014,1,Río Negro,44.913957131788514,Región Patagonia
856,2014,1,Salta,28.699559509630678,Región NOA
857,2014,1,San Juan,27.59549302299609,Región Cuyo
858,2014,1,San Luis,9.347207842190002,Región Cuyo
859,2014,1,Santa Cruz,28.939093063577776,Región Patagonia
860,2014,1,Santa Fe,47.84766256547095,Región Centro
861,2014,1,Santiago Del Estero,16.309923503967603,Región NOA
862,2014,1,Tierra Del Fuego,63.965925574153744,Región Patagonia
863,2014,1,Tucumán,33.4209747934719,Región NOA
