,Año,Trimestre,Provincia,Mbps (Media de bajada),Región
502,2017,4,Tierra Del Fuego,5.203225704536838,Región Patagonia
503,2017,4,Tucumán,9.106021307187058,Región NOA
504,2017,3,Buenos Aires,8.425706211853651,Región Buenos Aires
505,2017,3,Capital Federal,10.635720274073307,Región AMBA
506,2017,3,Catamarca,5.260018066713561,Región NOA
507,2017,3,Chaco,8.484871287555498,Región NEA
508,2017,3,Chubut,3.4783469156690874,Región Patagonia
509,2017,3,Córdoba,9.115572873049981,Región Centro
510,2017,3,Corrientes,7.447416428085263,Región NEA
511,2017,3,Entre Ríos,6.993400639349653,Región Centro
512,2017,3,Formosa,7.06882153411281,Región NEA
513,2017,3,Jujuy,4.689006725369201,Región NOA
514,2017,3,La Pampa,3.4381011143320657,Región Patagonia
515,2017,3,La Rioja,5.010090208766659,Región Cuyo
516,2017,3,Mendoza,3.512962661663036,Región Cuyo
517,2017,3,Misiones,8.430383025286991,Región NEA
518,2017,3,Neuquén,8.16517738570226,Región Patagonia
519,2017,3,Río Negro,5.487278804673885,Región Patagonia
520,2017,3,Salta,6.133146206896552,Región NOA
521,2017,3,San Juan,3.4497842064911834,Región Cuyo
522,2017,3,San Luis,3.50338739319684,Región Cuyo
523,2017,3,Santa Cruz,3.610470505758638,Región Patagonia
524,2017,3,Santa Fe,7.792215148399743,Región Centro
525,2017,3,Santiago Del Estero,5.178558078335373,Región NOA
526,2017,3,Tierra Del Fuego,3.475358271865121,Región Patagonia
527,2017,3,Tucumán,6.3851768015553985,Región NOA
528,2017,2,Buenos Aires,7.198747751887984,Región Buenos Aires
529,2017,2,Capital Federal,8.843219830788254,Región AMBA
530,2017,2,Catamarca,5.102182825899711,Región NOA
531,2017,2,Chaco,7.689213433544128,Región NEA
532,2017,2,Chubut,3.44726909222351,Región Patagonia
533,2017,2,Córdoba,7.421321799076774,Región Centro
534,2017,2,Corrientes,6.7915804826070545,Región NEA
535,2017,2,Entre Ríos,6.287810106292773,Región Centro
536,2017,2,Formosa,6.1786533146404965,Región NEA
537,2017,2,Jujuy,4.541861878194008,Región NOA
538,2017,2,La Pampa,3.3182593614961053,Región Patagonia
539,2017,2,La Rioja,5.53385510805501,Región Cuyo
540,2017,2,Mendoza,3.507255863215121,Región Cuyo
541,2017,2,Misiones,7.604338490520663,Región NEA
542,2017,2,Neuquén,6.700610698446883,Región Patagonia
543,2017,2,Río Negro,4.741350857381452,Región Patagonia
544,2017,2,Salta,5.756213134839845,Región NOA
545,2017,2,San Juan,3.4920338095238095,Región Cuyo
546,2017,2,San Luis,3.502824149975052,Región Cuyo
547,2017,2,Santa Cruz,3.60311348968991,Región Patagonia
548,2017,2,Santa Fe,6.838749250446204,Región Centro
549,2017,2,Santiago Del Estero,5.05794740805446,Región NOA
550,2017,2,Tierra Del Fuego,3.476761467376085,Región Patagonia
551,2017,2,Tucumán,6.093280445624717,Región NOA
552,2017,1,Buenos Aires,6.678482577091709,Región Buenos Aires
553,2017,1,Capital Federal,8.348147316695423,Región AMBA
554,2017,1,Catamarca,4.973784837545127,Región NOA
555,2017,1,Chaco,7.307905398272823,Región NEA
556,2017,1,Chubut,3.4433862008733622,Región Patagonia
557,2017,1,Córdoba,6.799477637369997,Región Centro
558,2017,1,Corrientes,6.43297127701597,Región NEA
559,2017,1,Entre Ríos,5.9514745757075245,Región Centro
560,2017,1,Formosa,5.742388931901572,Región NEA
561,2017,1,Jujuy,4.393861259634748,Región NOA
562,2017,1,La Pampa,3.2208135842183347,Región Patagonia
563,2017,1,La Rioja,5.427180473372781,Región Cuyo
564,2017,1,Mendoza,3.5072942051440963,Región Cuyo
565,2017,1,Misiones,7.341041988916319,Región NEA
566,2017,1,Neuquén,6.0348361444213925,Región Patagonia
567,2017,1,Río Negro,4.449448877971685,Región Patagonia
568,2017,1,Salta,5.335371217821875,Región NOA
569,2017,1,San Juan,3.492435161246428,Región Cuyo
570,2017,1,San Luis,3.502824149975052,Región Cuyo
571,2017,1,Santa Cruz,3.591930075636318,Región Patagonia
572,2017,1,Santa Fe,6.284036486892411,Región Centro
573,2017,1,Santiago Del Estero,4.948965833284994,Región NOA
574,2017,1,Tierra Del Fuego,3.476761467376085,Región Patagonia
575,2017,1,Tucumán,5.8755073256955805,Región NOA
576,2016,4,Buenos Aires,6.3515464502603125,Región Buenos Aires
577,2016,4,Capital Federal,7.957596242752894,Región AMBA
578,2016,4,Catamarca,4.885711305119858,Región NOA
579,2016,4,Chaco,7.077531005919823,Región NEA
580,2016,4,Chubut,3.4071912914448172,Región Patagonia
581,2016,4,Córdoba,6.4667403639056085,Región Centro
582,2016,4,Corrientes,6.236245604077509,Región NEA
583,2016,4,Entre Ríos,5.807350829127614,Región Centro
584,2016,4,Formosa,5.630674164916322,Región NEA
585,2016,4,Jujuy,4.323962745742035,Región NOA
586,2016,4,La Pampa,3.1895597297497957,Región Patagonia
587,2016,4,La Rioja,5.3437624272142195,Región Cuyo
588,2016,4,Mendoza,3.5066034697453756,Región Cuyo
589,2016,4,Misiones,7.1094758091013635,Región NEA
590,2016,4,Neuquén,5.678446306542373,Región Patagonia
591,2016,4,Río Negro,4.369930463165329,Región Patagonia
592,2016,4,Salta,5.220883577846971,Región NOA
593,2016,4,San Juan,3.491135554044867,Región Cuyo
594,2016,4,San Luis,3.502824149975052,Región Cuyo
595,2016,4,Santa Cruz,3.5639164089588604,Región Patagonia
596,2016,4,Santa Fe,6.0402333289406664,Región Centro
597,2016,4,Santiago Del Estero,4.866794431448622,Región NOA
598,2016,4,Tierra Del Fuego,3.476761467376085,Región Patagonia
599,2016,4,Tucumán,5.7277669342021085,Región NOA
600,2016,3,Buenos Aires,5.914918008163684,Región Buenos Aires
601,2016,3,Capital Federal,7.380172699207805,Región AMBA
602,2016,3,Catamarca,4.725241179958494,Región NOA
603,2016,3,Chaco,6.718220363245951,Región NEA
604,2016,3,Chubut,3.3438663279846357,Región Patagonia
605,2016,3,Córdoba,6.068526923518407,Región Centro
606,2016,3,Corrientes,5.958192561066714,Región NEA
607,2016,3,Entre Ríos,5.586427488329489,Región Centro
608,2016,3,Formosa,5.4161310069990956,Región NEA
609,2016,3,Jujuy,4.215291130909006,Región NOA
610,2016,3,La Pampa,3.1449984261882276,Región Patagonia
611,2016,3,La Rioja,5.076731739002066,Región Cuyo
612,2016,3,Mendoza,3.50729080145311,Región Cuyo
613,2016,3,Misiones,6.741222269842242,Región NEA
614,2016,3,Neuquén,5.292166864731292,Región Patagonia
615,2016,3,Río Negro,4.162924282482748,Región Patagonia
616,2016,3,Salta,5.052874436550483,Región NOA
617,2016,3,San Juan,3.4890674462877342,Región Cuyo
618,2016,3,San Luis,3.5030237740401673,Región Cuyo
619,2016,3,Santa Cruz,3.53583356483625,Región Patagonia
620,2016,3,Santa Fe,5.6772637615647845,Región Centro
621,2016,3,Santiago Del Estero,4.670123087013555,Región NOA
622,2016,3,Tierra Del Fuego,3.4765453774624797,Región Patagonia
623,2016,3,Tucumán,5.544683260191403,Región NOA
624,2016,2,Buenos Aires,5.415144367004824,Región Buenos Aires
625,2016,2,Capital Federal,6.576218932459292,Región AMBA
626,2016,2,Catamarca,4.3648359645166135,Región NOA
627,2016,2,Chaco,6.297357510958081,Región NEA
628,2016,2,Chubut,3.335973498985547,Región Patagonia
629,2016,2,Córdoba,5.516912823002807,Región Centro
630,2016,2,Corrientes,5.601822569524247,Región NEA
631,2016,2,Entre Ríos,5.1311427833012475,Región Centro
632,2016,2,Formosa,5.104132195866278,Región NEA
633,2016,2,Jujuy,3.843353043958065,Región NOA
634,2016,2,La Pampa,3.146067806525381,Región Patagonia
635,2016,2,La Rioja,4.773843067001075,Región Cuyo
636,2016,2,Mendoza,3.500168567871608,Región Cuyo
637,2016,2,Misiones,6.233660566754793,Región NEA
638,2016,2,Neuquén,4.86640695565863,Región Patagonia
639,2016,2,Río Negro,3.976616411905147,Región Patagonia
640,2016,2,Salta,4.749378935322928,Región NOA
641,2016,2,San Juan,3.4883718294284334,Región Cuyo
642,2016,2,San Luis,3.501983369175627,Región Cuyo
643,2016,2,Santa Cruz,3.5021150276004565,Región Patagonia
644,2016,2,Santa Fe,5.1385985309185065,Región Centro
645,2016,2,Santiago Del Estero,4.309815179590645,Región NOA
646,2016,2,Tierra Del Fuego,3.478692463211772,Región Patagonia
647,2016,2,Tucumán,5.200979761760874,Región NOA
648,2016,1,Buenos Aires,4.9921684374839135,Región Buenos Aires
649,2016,1,Capital Federal,6.047403702811701,Región AMBA
650,2016,1,Catamarca,4.203588449295134,Región NOA
651,2016,1,Chaco,5.991472683208309,Región NEA
652,2016,1,Chubut,3.3796639330714164,Región Patagonia
653,2016,1,Córdoba,5.156801617049669,Región Centro
654,2016,1,Corrientes,5.37127911707625,Región NEA
655,2016,1,Entre Ríos,5.084574905605243,Región Centro
656,2016,1,Formosa,4.872333380420963,Región NEA
657,2016,1,Jujuy,3.7712213425983374,Región NOA
658,2016,1,La Pampa,3.0476420362792593,Región Patagonia
659,2016,1,La Rioja,4.616973938050446,Región Cuyo
660,2016,1,Mendoza,3.5028689229788785,Región Cuyo
661,2016,1,Misiones,6.000968717380309,Región NEA
662,2016,1,Neuquén,4.420493149015266,Región Patagonia
663,2016,1,Río Negro,3.826659196828916,Región Patagonia
664,2016,1,Salta,4.741858784571524,Región NOA
665,2016,1,San Juan,3.485523490760477,Región Cuyo
666,2016,1,San Luis,3.5029004392386534,Región Cuyo
667,2016,1,Santa Cruz,3.48315808971074,Región Patagonia
668,2016,1,Santa Fe,4.898136028952046,Región Centro
669,2016,1,Santiago Del Estero,4.174011564306923,Región NOA
670,2016,1,Tierra Del Fuego,3.475082632716791,Región Patagonia
671,2016,1,Tucumán,5.004036640679885,Región NOA
672,2015,4,Buenos Aires,4.884148905856541,Región Buenos Aires
673,2015,4,Capital Federal,5.927803522979041,Región AMBA
674,2015,4,Catamarca,4.124268369158702,Región NOA
675,2015,4,Chaco,5.828384180790961,Región NEA
676,2015,4,Chubut,3.283865031613298,Región Patagonia
677,2015,4,Córdoba,5.0670814932684065,Región Centro
678,2015,4,Corrientes,5.259482120492081,Región NEA
679,2015,4,Entre Ríos,5.007855905299356,Región Centro
680,2015,4,Formosa,4.660308568580684,Región NEA
681,2015,4,Jujuy,3.7246804758922987,Región NOA
682,2015,4,La Pampa,2.936747707229629,Región Patagonia
683,2015,4,La Rioja,4.521671863926294,Región Cuyo
684,2015,4,Mendoza,3.5017779300891023,Región Cuyo
685,2015,4,Misiones,5.9022914436487,Región NEA
686,2015,4,Neuquén,4.355592861552936,Región Patagonia
687,2015,4,Río Negro,3.768932299598505,Región Patagonia
688,2015,4,Salta,4.673467038141578,Región NOA
689,2015,4,San Juan,3.481604116955732,Región Cuyo
690,2015,4,San Luis,3.502937425860024,Región Cuyo
691,2015,4,Santa Cruz,3.4809679619106126,Región Patagonia
692,2015,4,Santa Fe,4.809873774553555,Región Centro
693,2015,4,Santiago Del Estero,4.0941016914507635,Región NOA
694,2015,4,Tierra Del Fuego,3.4748248642417257,Región Patagonia
695,2015,4,Tucumán,4.882297946330778,Región NOA
696,2015,3,Buenos Aires,4.700597914270459,Región Buenos Aires
697,2015,3,Capital Federal,5.66468043459464,Región AMBA
698,2015,3,Catamarca,3.884563872599747,Región NOA
699,2015,3,Chaco,5.46643296553986,Región NEA
700,2015,3,Chubut,3.2790384114749496,Región Patagonia
701,2015,3,Córdoba,4.867849001225086,Región Centro
702,2015,3,Corrientes,5.063473816782213,Región NEA
703,2015,3,Entre Ríos,4.766712366729086,Región Centro
704,2015,3,Formosa,4.166164102194515,Región NEA
705,2015,3,Jujuy,3.532724551201011,Región NOA
706,2015,3,La Pampa,2.9149322141427945,Región Patagonia
707,2015,3,La Rioja,4.245850575398008,Región Cuyo
708,2015,3,Mendoza,3.500160951021911,Región Cuyo
709,2015,3,Misiones,5.634289050903693,Región NEA
710,2015,3,Neuquén,4.2299439848957405,Región Patagonia
711,2015,3,Río Negro,3.7368314562024914,Región Patagonia
712,2015,3,Salta,4.4218314129775615,Región NOA
713,2015,3,San Juan,3.4810928203738825,Región Cuyo
714,2015,3,San Luis,3.5027538715982556,Región Cuyo
715,2015,3,Santa Cruz,3.4806877443585873,Región Patagonia
716,2015,3,Santa Fe,4.559895452402629,Región Centro
717,2015,3,Santiago Del Estero,3.911237321691457,Región NOA
718,2015,3,Tierra Del Fuego,3.4777210569327157,Región Patagonia
719,2015,3,Tucumán,4.572318667230303,Región NOA
720,2015,2,Buenos Aires,4.463495663548014,Región Buenos Aires
721,2015,2,Capital Federal,5.31214873823781,Región AMBA
722,2015,2,Catamarca,3.6825082950385544,Región NOA
723,2015,2,Chaco,5.194771414259476,Región NEA
724,2015,2,Chubut,3.2165716474851154,Región Patagonia
725,2015,2,Córdoba,4.557937666200854,Región Centro
726,2015,2,Corrientes,4.847197637993736,Región NEA
727,2015,2,Entre Ríos,4.55056996750087,Región Centro
728,2015,2,Formosa,3.7649156840276494,Región NEA
729,2015,2,Jujuy,3.4086788431460913,Región NOA
730,2015,2,La Pampa,2.8626566401062417,Región Patagonia
731,2015,2,La Rioja,4.001551396208129,Región Cuyo
732,2015,2,Mendoza,3.4997241088624933,Región Cuyo
733,2015,2,Misiones,5.327562649676923,Región NEA
734,2015,2,Neuquén,4.059617737533036,Región Patagonia
735,2015,2,Río Negro,3.666734448621427,Región Patagonia
736,2015,2,Salta,4.218121645686839,Región NOA
737,2015,2,San Juan,3.4789192890667078,Región Cuyo
738,2015,2,San Luis,3.5027709531013613,Región Cuyo
739,2015,2,Santa Cruz,3.47332349743749,Región Patagonia
740,2015,2,Santa Fe,4.303196181656382,Región Centro
741,2015,2,Santiago Del Estero,3.728811295360471,Región NOA
742,2015,2,Tierra Del Fuego,3.4775158762886598,Región Patagonia
743,2015,2,Tucumán,4.306812767469965,Región NOA
744,2015,1,Buenos Aires,4.323803709346771,Región Buenos Aires
745,2015,1,Capital Federal,4.999711683876372,Región AMBA
746,2015,1,Catamarca,3.483603660962992,Región NOA
747,2015,1,Chaco,4.899908797030372,Región NEA
748,2015,1,Chubut,3.2131565777597957,Región Patagonia
749,2015,1,Córdoba,4.304279282006848,Región Centro
750,2015,1,Corrientes,4.628190221393157,Región NEA
751,2015,1,Entre Ríos,4.3467465057866335,Región Centro
752,2015,1,Formosa,3.3811501123595504,Región NEA
753,2015,1,Jujuy,3.241902108598274,Región NOA
754,2015,1,La Pampa,2.8340995102178685,Región Patagonia
755,2015,1,La Rioja,3.7804021060364885,Región Cuyo
756,2015,1,Mendoza,3.499130670898351,Región Cuyo
757,2015,1,Misiones,4.973004251321198,Región NEA
758,2015,1,Neuquén,3.9114916381985845,Región Patagonia
759,2015,1,Río Negro,3.585297088257377,Región Patagonia
760,2015,1,Salta,4.022777936163619,Región NOA
761,2015,1,San Juan,3.4769891700932414,Región Cuyo
762,2015,1,San Luis,3.5009942704654264,Región Cuyo
763,2015,1,Santa Cruz,3.474217030667377,Región Patagonia
764,2015,1,Santa Fe,4.063283068408137,Región Centro
765,2015,1,Santiago Del Estero,3.571104125126239,Región NOA
766,2015,1,Tierra Del Fuego,3.4538780857514078,Región Patagonia
767,2015,1,Tucumán,4.071078040242438,Región NOA
768,2014,4,Buenos Aires,4.198943508236657,Región Buenos Aires
769,2014,4,Capital Federal,4.7817877112755625,Región AMBA
770,2014,4,Catamarca,3.336005334797788,Región NOA
771,2014,4,Chaco,3.977400363306085,Región NEA
772,2014,4,Chubut,3.1746491581312557,Región Patagonia
773,2014,4,Córdoba,4.092903062184572,Región Centro
774,2014,4,Corrientes,3.8061123116725004,Región NEA
775,2014,4,Entre Ríos,3.8000517871100685,Región Centro
776,2014,4,Formosa,3.023326617826618,Región NEA
777,2014,4,Jujuy,3.127642108190794,Región NOA
778,2014,4,La Pampa,2.754208730637699,Región Patagonia
779,2014,4,La Rioja,3.582023899524448,Región Cuyo
780,2014,4,Mendoza,3.498767768599914,Región Cuyo
781,2014,4,Misiones,4.025619961413459,Región NEA
782,2014,4,Neuquén,3.850772582597391,Región Patagonia
783,2014,4,Río Negro,3.543129254254254,Región Patagonia
784,2014,4,Salta,3.862259431502549,Región NOA
785,2014,4,San Juan,3.4752201692281126,Región Cuyo
786,2014,4,San Luis,3.503621206358865,Región Cuyo
787,2014,4,Santa Cruz,3.3330261837139634,Región Patagonia
788,2014,4,Santa Fe,3.780707860716513,Región Centro
789,2014,4,Santiago Del Estero,3.4582244726597287,Región NOA
790,2014,4,Tierra Del Fuego,3.4747244698924056,Región Patagonia
791,2014,4,Tucumán,3.8606123102449525,Región NOA
792,2014,3,Buenos Aires,3.969046991173242,Región Buenos Aires
793,2014,3,Capital Federal,4.437380943390075,Región AMBA
794,2014,3,Catamarca,2.915176175040519,Región NOA
795,2014,3,Chaco,3.461947812450996,Región NEA
796,2014,3,Chubut,3.165741790763976,Región Patagonia
797,2014,3,Córdoba,3.6600622495599104,Región Centro
798,2014,3,Corrientes,3.410927776641118,Región NEA
799,2014,3,Entre Ríos,3.3996079417526825,Región Centro
800,2014,3,Formosa,2.6562830152303833,Región NEA
801,2014,3,Jujuy,2.9307053902518616,Región NOA
802,2014,3,La Pampa,2.816519545748315,Región Patagonia
803,2014,3,La Rioja,3.095178784641488,Región Cuyo
804,2014,3,Mendoza,3.5028531768490665,Región Cuyo
805,2014,3,Misiones,3.5775238575714927,Región NEA
806,2014,3,Neuquén,3.7429104879160966,Región Patagonia
807,2014,3,Río Negro,3.4799791702900404,Región Patagonia
808,2014,3,Salta,3.4109103624880306,Región NOA
809,2014,3,San Juan,3.473725985590389,Región Cuyo
810,2014,3,San Luis,3.503113190184049,Región Cuyo
811,2014,3,Santa Cruz,3.3073222601557406,Región Patagonia
812,2014,3,Santa Fe,3.375592912249111,Región Centro
813,2014,3,Santiago Del Estero,3.0995465103889184,Región NOA
814,2014,3,Tierra Del Fuego,3.470981711419659,Región Patagonia
815,2014,3,Tucumán,3.349897526769352,Región NOA
816,2014,2,Buenos Aires,3.851862760043666,Región Buenos Aires
817,2014,2,Capital Federal,4.249991223638481,Región AMBA
818,2014,2,Catamarca,2.915358424826804,Región NOA
819,2014,2,Chaco,3.4206301023631998,Región NEA
820,2014,2,Chubut,3.1564052528575886,Región Patagonia
821,2014,2,Córdoba,3.5567859606832632,Región Centro
822,2014,2,Corrientes,3.3669705989802563,Región NEA
823,2014,2,Entre Ríos,3.312400309974538,Región Centro
824,2014,2,Formosa,2.6523512500000006,Región NEA
825,2014,2,Jujuy,2.7690316794782204,Región NOA
826,2014,2,La Pampa,2.684576055426866,Región Patagonia
827,2014,2,La Rioja,3.095153343388638,Región Cuyo
828,2014,2,Mendoza,3.503033182060705,Región Cuyo
829,2014,2,Misiones,3.540023885712756,Región NEA
830,2014,2,Neuquén,3.6647043380451545,Región Patagonia
831,2014,2,Río Negro,3.4286257504445143,Región Patagonia
832,2014,2,Salta,3.391137751108792,Región NOA
833,2014,2,San Juan,3.4724840645935795,Región Cuyo
834,2014,2,San Luis,3.5041044810417468,Región Cuyo
835,2014,2,Santa Cruz,3.3181516601634393,Región Patagonia
836,2014,2,Santa Fe,3.3116910410979234,Región Centro
837,2014,2,Santiago Del Estero,3.0697509211495944,Región NOA
838,2014,2,Tierra Del Fuego,3.470095986812908,Región Patagonia
839,2014,2,Tucumán,3.34994476711167,Región NOA
840,2014,1,Buenos Aires,3.7331327999829305,Región Buenos Aires
841,2014,1,Capital Federal,4.024081510870217,Región AMBA
842,2014,1,Catamarca,2.8027344007923407,Región NOA
843,2014,1,Chaco,3.2558373037444444,Región NEA
844,2014,1,Chubut,3.1759166751464583,Región Patagonia
845,2014,1,Córdoba,3.3874045815248133,Región Centro
846,2014,1,Corrientes,3.2186250823491607,Región NEA
847,2014,1,Entre Ríos,3.1672900899827185,Región Centro
848,2014,1,Formosa,2.5737292109196757,Región NEA
849,2014,1,Jujuy,2.690263349406857,Región NOA
850,2014,1,La Pampa,2.64721042446136,Región Patagonia
851,2014,1,La Rioja,2.964740372987079,Región Cuyo
852,2014,1,Mendoza,3.5026805565551156,Región Cuyo
853,2014,1,Misiones,3.403126267679909,Región NEA
854,2014,1,Neuquén,3.5493016508254125,Región Patagonia
855,2014,1,Río Negro,3.353796318189495,Región Patagonia
856,2014,1,Salta,3.3009019792545207,Región NOA
857,2014,1,San Juan,3.4691384597491712,Región Cuyo
858,2014,1,San Luis,3.5028153221310823,Región Cuyo
859,2014,1,Santa Cruz,3.315991479820628,Región Patagonia
860,2014,1,Santa Fe,3.1474068452786788,Región Centro
861,2014,1,Santiago Del Estero,2.9494717214992052,Región NOA
862,2014,1,Tierra Del Fuego,3.446887937323564,Región Patagonia
863,2014,1,Tucumán,3.208341823551126,Región NOA
